candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
150,fe-candidate-0150-craig-cannon,Craig Cannon,,YC partner,,,,,https://en.wikipedia.org/wiki/Craig_Cannon,unresearched,unverified_candidate,Curated: YC partner
151,fe-candidate-0151-marc-benioff,Marc Benioff,,American software engineers,,,,,https://en.wikipedia.org/wiki/Marc_Benioff,unresearched,unverified_candidate,Wikipedia category: American software engineers
152,fe-candidate-0152-dirk-ahlborn,Dirk Ahlborn,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Dirk_Ahlborn,unresearched,unverified_candidate,Wikipedia category: American technology company founders
153,fe-candidate-0153-austin-mcchord,Austin McChord,,American software engineers,,,,,https://en.wikipedia.org/wiki/Austin_McChord,unresearched,unverified_candidate,Wikipedia category: American software engineers
154,fe-candidate-0154-esther-arkin,Esther Arkin,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Esther_Arkin,unresearched,unverified_candidate,Wikipedia category: American computer scientists
155,fe-candidate-0155-harold-lawson,Harold Lawson,,American software engineers,,,,,https://en.wikipedia.org/wiki/Harold_Lawson,unresearched,unverified_candidate,Wikipedia category: American software engineers
156,fe-candidate-0156-rogelio-bernal-andreo,Rogelio Bernal Andreo,,American software engineers,,,,,https://en.wikipedia.org/wiki/Rogelio_Bernal_Andreo,unresearched,unverified_candidate,Wikipedia category: American software engineers
157,fe-candidate-0157-margaret-hamilton,Margaret Hamilton,1936,Apollo software,,,,,https://en.wikipedia.org/wiki/Margaret_Hamilton,unresearched,unverified_candidate,Curated: Apollo software
158,fe-candidate-0158-michael-j.-carey-(computer-scientist),Michael J. Carey (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Michael_J._Carey_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
159,fe-candidate-0159-sam-soffes,Sam Soffes,,tech engineer,,,,,https://en.wikipedia.org/wiki/Sam_Soffes,unresearched,unverified_candidate,Curated: tech engineer
160,fe-candidate-0160-victor-bahl,Victor Bahl,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Victor_Bahl,unresearched,unverified_candidate,Wikipedia category: American computer scientists
161,fe-candidate-0161-15-(software-engineer),15 (software engineer),,American computer scientists,,,,,https://en.wikipedia.org/wiki/15_(software_engineer),unresearched,unverified_candidate,Wikipedia category: American computer scientists
162,fe-candidate-0162-eric-bina,Eric Bina,1964,Netscape founder,,,,,https://en.wikipedia.org/wiki/Eric_Bina,unresearched,unverified_candidate,Curated: Netscape founder
163,fe-candidate-0163-kimberly-bryant-(technologist),Kimberly Bryant (technologist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Kimberly_Bryant_(technologist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
164,fe-candidate-0164-zach-holman,Zach Holman,1987,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Zach_Holman,unresearched,unverified_candidate,Curated: GitHub engineer
165,fe-candidate-0165-clifford-berry,Clifford Berry,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Clifford_Berry,unresearched,unverified_candidate,Wikipedia category: American computer scientists
166,fe-candidate-0166-cecilia-r.-aragon,Cecilia R. Aragon,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Cecilia_R._Aragon,unresearched,unverified_candidate,Wikipedia category: American computer scientists
167,fe-candidate-0167-james-hensman,James Hensman,,ML researcher,,,,,https://en.wikipedia.org/wiki/James_Hensman,unresearched,unverified_candidate,Curated: ML researcher
168,fe-candidate-0168-lu-qi-(computer-scientist),Lu Qi (computer scientist),,American software engineers,,,,,https://en.wikipedia.org/wiki/Lu_Qi_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American software engineers
169,fe-candidate-0169-catherine-d'ignazio,Catherine D'Ignazio,,American software engineers,,,,,https://en.wikipedia.org/wiki/Catherine_D'Ignazio,unresearched,unverified_candidate,Wikipedia category: American software engineers
170,fe-candidate-0170-tianqi-chen,Tianqi Chen,1990,MXNet/XGBoost creator,,,,,https://en.wikipedia.org/wiki/Tianqi_Chen,unresearched,unverified_candidate,Curated: MXNet/XGBoost creator
171,fe-candidate-0171-clayton-coleman,Clayton Coleman,,Kubernetes contributor,,,,,https://en.wikipedia.org/wiki/Clayton_Coleman,unresearched,unverified_candidate,Curated: Kubernetes contributor
172,fe-candidate-0172-ethan-beard,Ethan Beard,,Facebook director,,,,,https://en.wikipedia.org/wiki/Ethan_Beard,unresearched,unverified_candidate,Curated: Facebook director
173,fe-candidate-0173-greg-yang,Greg Yang,,tech founder,,,,,https://en.wikipedia.org/wiki/Greg_Yang,unresearched,unverified_candidate,Curated: tech founder
174,fe-candidate-0174-nancy-r.-mead,Nancy R. Mead,,American software engineers,,,,,https://en.wikipedia.org/wiki/Nancy_R._Mead,unresearched,unverified_candidate,Wikipedia category: American software engineers
175,fe-candidate-0175-ben-collins-sussman,Ben Collins-Sussman,,American software engineers,,,,,https://en.wikipedia.org/wiki/Ben_Collins-Sussman,unresearched,unverified_candidate,Wikipedia category: American software engineers
176,fe-candidate-0176-ben-noordhuis,Ben Noordhuis,,Node.js contributor,,,,,https://en.wikipedia.org/wiki/Ben_Noordhuis,unresearched,unverified_candidate,Curated: Node.js contributor
177,fe-candidate-0177-adrienne-porter-felt,Adrienne Porter Felt,,Chrome engineer,,,,,https://en.wikipedia.org/wiki/Adrienne_Porter_Felt,unresearched,unverified_candidate,Curated: Chrome engineer
178,fe-candidate-0178-gavin-wood,Gavin Wood,1980,Ethereum/Polkadot founder,,,,,https://en.wikipedia.org/wiki/Gavin_Wood,unresearched,unverified_candidate,Curated: Ethereum/Polkadot founder
179,fe-candidate-0179-michael-j.-black,Michael J. Black,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Michael_J._Black,unresearched,unverified_candidate,Wikipedia category: American computer scientists
180,fe-candidate-0180-mark-adler,Mark Adler,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Mark_Adler,unresearched,unverified_candidate,Wikipedia category: American computer scientists
181,fe-candidate-0181-per-brinch-hansen,Per Brinch Hansen,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Per_Brinch_Hansen,unresearched,unverified_candidate,Wikipedia category: American computer scientists
182,fe-candidate-0182-robert-adamson-(software-developer),Robert Adamson (software developer),,American software engineers,,,,,https://en.wikipedia.org/wiki/Robert_Adamson_(software_developer),unresearched,unverified_candidate,Wikipedia category: American software engineers
183,fe-candidate-0183-winifred-asprey,Winifred Asprey,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Winifred_Asprey,unresearched,unverified_candidate,Wikipedia category: American computer scientists
184,fe-candidate-0184-yoshua-bengio,Yoshua Bengio,1964,AI researcher,,,,,https://en.wikipedia.org/wiki/Yoshua_Bengio,unresearched,unverified_candidate,Curated: AI researcher
185,fe-candidate-0185-steve-dorner,Steve Dorner,,American software engineers,,,,,https://en.wikipedia.org/wiki/Steve_Dorner,unresearched,unverified_candidate,Wikipedia category: American software engineers
186,fe-candidate-0186-peter-brusilovsky,Peter Brusilovsky,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Peter_Brusilovsky,unresearched,unverified_candidate,Wikipedia category: American computer scientists
187,fe-candidate-0187-ishfaq-ahmad-(computer-scientist),Ishfaq Ahmad (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Ishfaq_Ahmad_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
188,fe-candidate-0188-chris-larsen,Chris Larsen,1960,Ripple founder,,,,,https://en.wikipedia.org/wiki/Chris_Larsen,unresearched,unverified_candidate,Curated: Ripple founder
189,fe-candidate-0189-donald-firesmith,Donald Firesmith,,American software engineers,,,,,https://en.wikipedia.org/wiki/Donald_Firesmith,unresearched,unverified_candidate,Wikipedia category: American software engineers
190,fe-candidate-0190-arthur-britto,Arthur Britto,,Ripple founder,,,,,https://en.wikipedia.org/wiki/Arthur_Britto,unresearched,unverified_candidate,Curated: Ripple founder
191,fe-candidate-0191-ime-archibong,Ime Archibong,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Ime_Archibong,unresearched,unverified_candidate,Wikipedia category: American computer scientists
192,fe-candidate-0192-sam-gross,Sam Gross,,PyTorch contributor,,,,,https://en.wikipedia.org/wiki/Sam_Gross,unresearched,unverified_candidate,Curated: PyTorch contributor
193,fe-candidate-0193-arun-vasudev,Arun Vasudev,,OpenAI engineer,,,,,https://en.wikipedia.org/wiki/Arun_Vasudev,unresearched,unverified_candidate,Curated: OpenAI engineer
194,fe-candidate-0194-nicholas-carlini,Nicholas Carlini,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Nicholas_Carlini,unresearched,unverified_candidate,Wikipedia category: American computer scientists
195,fe-candidate-0195-eric-ly,Eric Ly,,LinkedIn founder,,,,,https://en.wikipedia.org/wiki/Eric_Ly,unresearched,unverified_candidate,Curated: LinkedIn founder
196,fe-candidate-0196-linda-xie,Linda Xie,,crypto founder,,,,,https://en.wikipedia.org/wiki/Linda_Xie,unresearched,unverified_candidate,Curated: crypto founder
197,fe-candidate-0197-jack-dorsey,Jack Dorsey,1976,Twitter founder,,,,,https://en.wikipedia.org/wiki/Jack_Dorsey,unresearched,unverified_candidate,Curated: Twitter founder
198,fe-candidate-0198-don-batory,Don Batory,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Don_Batory,unresearched,unverified_candidate,Wikipedia category: American computer scientists
199,fe-candidate-0199-zoe-quinn,Zoe Quinn,1987,game developer,,,,,https://en.wikipedia.org/wiki/Zoe_Quinn,unresearched,unverified_candidate,Curated: game developer
200,fe-candidate-0200-jonathan-wakely,Jonathan Wakely,,C++ library maintainer,,,,,https://en.wikipedia.org/wiki/Jonathan_Wakely,unresearched,unverified_candidate,Curated: C++ library maintainer
201,fe-candidate-0201-norman-meyrowitz,Norman Meyrowitz,,American software engineers,,,,,https://en.wikipedia.org/wiki/Norman_Meyrowitz,unresearched,unverified_candidate,Wikipedia category: American software engineers
202,fe-candidate-0202-jeff-dean,Jeff Dean,1968,Google engineer,,,,,https://en.wikipedia.org/wiki/Jeff_Dean,unresearched,unverified_candidate,Curated: Google engineer
203,fe-candidate-0203-sébastien-bubeck,Sébastien Bubeck,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Sébastien_Bubeck,unresearched,unverified_candidate,Wikipedia category: American computer scientists
204,fe-candidate-0204-dhani-olshefski,Dhani Olshefski,,tech founder,,,,,https://en.wikipedia.org/wiki/Dhani_Olshefski,unresearched,unverified_candidate,Curated: tech founder
205,fe-candidate-0205-david-luan,David Luan,,AI researcher,,,,,https://en.wikipedia.org/wiki/David_Luan,unresearched,unverified_candidate,Curated: AI researcher
206,fe-candidate-0206-sarah-perez,Sarah Perez,,tech writer,,,,,https://en.wikipedia.org/wiki/Sarah_Perez,unresearched,unverified_candidate,Curated: tech writer
207,fe-candidate-0207-veda-hlubinka-cook,Veda Hlubinka-Cook,,American software engineers,,,,,https://en.wikipedia.org/wiki/Veda_Hlubinka-Cook,unresearched,unverified_candidate,Wikipedia category: American software engineers
208,fe-candidate-0208-madeleine-bates,Madeleine Bates,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Madeleine_Bates,unresearched,unverified_candidate,Wikipedia category: American computer scientists
209,fe-candidate-0209-rony-abovitz,Rony Abovitz,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Rony_Abovitz,unresearched,unverified_candidate,Wikipedia category: American technology company founders
210,fe-candidate-0210-david-byttow,David Byttow,,American software engineers,,,,,https://en.wikipedia.org/wiki/David_Byttow,unresearched,unverified_candidate,Wikipedia category: American software engineers
211,fe-candidate-0211-chris-jones,Chris Jones,,Microsoft VP,,,,,https://en.wikipedia.org/wiki/Chris_Jones,unresearched,unverified_candidate,Curated: Microsoft VP
212,fe-candidate-0212-forman-s.-acton,Forman S. Acton,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Forman_S._Acton,unresearched,unverified_candidate,Wikipedia category: American computer scientists
213,fe-candidate-0213-elizabeth-belding,Elizabeth Belding,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Elizabeth_Belding,unresearched,unverified_candidate,Wikipedia category: American computer scientists
214,fe-candidate-0214-jeferson-nunez,Jeferson Nunez,,tech founder,,,,,https://en.wikipedia.org/wiki/Jeferson_Nunez,unresearched,unverified_candidate,Curated: tech founder
215,fe-candidate-0215-jacob-menick,Jacob Menick,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Jacob_Menick,unresearched,unverified_candidate,Curated: OpenAI researcher
216,fe-candidate-0216-max-metchett,Max Metchett,,tech founder,,,,,https://en.wikipedia.org/wiki/Max_Metchett,unresearched,unverified_candidate,Curated: tech founder
217,fe-candidate-0217-ursula-burns,Ursula Burns,1958,Xerox CEO,,,,,https://en.wikipedia.org/wiki/Ursula_Burns,unresearched,unverified_candidate,Curated: Xerox CEO
218,fe-candidate-0218-saman-amarasinghe,Saman Amarasinghe,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Saman_Amarasinghe,unresearched,unverified_candidate,Wikipedia category: American computer scientists
219,fe-candidate-0219-mubarak-muyika,Mubarak Muyika,,American software engineers,,,,,https://en.wikipedia.org/wiki/Mubarak_Muyika,unresearched,unverified_candidate,Wikipedia category: American software engineers
220,fe-candidate-0220-luyu-yang,Luyu Yang,,Musical.ly founder,,,,,https://en.wikipedia.org/wiki/Luyu_Yang,unresearched,unverified_candidate,Curated: Musical.ly founder
221,fe-candidate-0221-cliff-bleszinski,Cliff Bleszinski,1975,Epic Games designer,,,,,https://en.wikipedia.org/wiki/Cliff_Bleszinski,unresearched,unverified_candidate,Curated: Epic Games designer
222,fe-candidate-0222--tobias-möllstam, Tobias Möllstam,,Mojang engineer,,,,,https://en.wikipedia.org/wiki/_Tobias_Möllstam,unresearched,unverified_candidate,Curated: Mojang engineer
223,fe-candidate-0223-kyle-vogt,Kyle Vogt,1985,YC founder,,,,,https://en.wikipedia.org/wiki/Kyle_Vogt,unresearched,unverified_candidate,Curated: YC founder
224,fe-candidate-0224-jason-weston,Jason Weston,1971,ML researcher,,,,,https://en.wikipedia.org/wiki/Jason_Weston,unresearched,unverified_candidate,Curated: ML researcher
225,fe-candidate-0225-jens-bergensten,Jens Bergensten,1984,Minecraft developer,,,,,https://en.wikipedia.org/wiki/Jens_Bergensten,unresearched,unverified_candidate,Curated: Minecraft developer
226,fe-candidate-0226-jyoti-bansal,Jyoti Bansal,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Jyoti_Bansal,unresearched,unverified_candidate,Wikipedia category: American technology company founders
227,fe-candidate-0227-l.-jean-camp,L. Jean Camp,,American computer scientists,,,,,https://en.wikipedia.org/wiki/L._Jean_Camp,unresearched,unverified_candidate,Wikipedia category: American computer scientists
228,fe-candidate-0228-david-bader-(computer-scientist),David Bader (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/David_Bader_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
229,fe-candidate-0229-boz,Boz,,Facebook VP,,,,,https://en.wikipedia.org/wiki/Boz,unresearched,unverified_candidate,Curated: Facebook VP
230,fe-candidate-0230-noam-shazeer,Noam Shazeer,1979,AI researcher,,,,,https://en.wikipedia.org/wiki/Noam_Shazeer,unresearched,unverified_candidate,Curated: AI researcher
231,fe-candidate-0231-david-joiner,David Joiner,,American software engineers,,,,,https://en.wikipedia.org/wiki/David_Joiner,unresearched,unverified_candidate,Wikipedia category: American software engineers
232,fe-candidate-0232-john-d.-musa,John D. Musa,,American software engineers,,,,,https://en.wikipedia.org/wiki/John_D._Musa,unresearched,unverified_candidate,Wikipedia category: American software engineers
233,fe-candidate-0233-anatoly-yakovenko,Anatoly Yakovenko,1978,Solana founder,,,,,https://en.wikipedia.org/wiki/Anatoly_Yakovenko,unresearched,unverified_candidate,Curated: Solana founder
